Identifiant,Url,Titre,Latitude,Longitude,Resume,Capacite_accueil,NombreSdB,NbChambres,NbLits,Type_logement,type_propriete,type_lit,Animal_sur_place,Cuisine,Internet,television,produits_base,Shampooing,Chauffage,Climatisation,machine_laver,seche_linge,parking_sur-place,wifi,television_cable,petit_dejeuner,animaux_acceptes,pourEnfants_famille,adapte_evenements,logement_fumeur,accessibilite,Ascenseur,cheminee_interieur,Interphone,Portier,Piscine,Jacuzzi,salle_sport,Entree_24-24,Cintres,fer_repasser,seche_cheveux,espace_travail_ordi,detecteur_fumee,monoxyde_carbone_detect,kit_secours,fiche_securite,extincteur,porte_chambre_verrou,rection_semaine,reduction_mois,surcout_voyageur_supp,frais_menage,Caution,conditions_annulation,Description,reglement_interieur,duree_minimale_sejour,Prix_Estime 
14449477,https://www.airbnb.fr/rooms/14449477,Appartement duplex 90m² - Bordeaux Hypercentre,44.8415447073,-0.5739832987,"Appartement 3 chambres en duplex situé dans l'hypercentre de Bordeaux, au coeur du quartier Saint-Pierre, à 200 mètres du Grand Théâtre, 200 mètres de la place de la bourse, et 100 mètres de la rue Sainte-Catherine. Au dernier étage d'un immeuble ancien, dans une rue piétonne, l'appartement est incroyablement calme et lumineux ! Mon logement est parfait pour les couples, les familles (avec enfants) et les groupes de plusieurs voyageurs qui souhaitent visiter Bordeaux !",6,1,3,3,Logement entier,Appartement,nan,nan,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,nan,"Appartement 3 chambres en duplex situé dans l'hypercentre de Bordeaux, au coeur du quartier Saint-Pierre, à 200 mètres du Grand Théâtre, 200 mètres de la place de la bourse, et 100 mètres de la rue Sainte-Catherine. Au dernier étage d'un immeuble ancien, dans une rue piétonne, l'appartement est incroyablement calme et lumineux ! Mon logement est parfait pour les couples, les familles (avec enfants) et les groupes de plusieurs voyageurs qui souhaitent visiter Bordeaux !","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

- Fumeurs tolérés à la fenêtre évidemment !",5,117.38016635211989
14458382,https://www.airbnb.fr/rooms/14458382,Bordeaux Ste Catherine-St Projet,44.8380777718,-0.5737277344,"My place is close to public transport, the city center, parks, and art and culture. You’ll love my place because of the location, the ambiance, the neighbourhood, and the outdoors space. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).

The apartment is very bright, with huge windows, and perfectly located. you are 5 min away from everything, just on foot.
Cet appartement est admirablement baigné par la lumière naturelle qui innonde ses grandes fenêtres. Il est aussi idéalement situé, en plein coeur de ce que Bordeaux à de plus convoiter à vous offrir. 

See you pretty soon/A très bientôt

All is yours.

I will be at your disposal a few miles away only.

La rue Sainte Catherine, la place de la Comédie, la rue Saint Rémi et la place de la Bourse are the most sought after places in Bordeaux.
Ils ne sont qu'à 5 minutes à pieds. Ce sont aussi les destinations les plus prisées de la ville.

The appartment is at the heart of the city you can catch many buses, trams and trains just right there.

Feel free to reach me for any help.",2,1,1,0,Logement entier,Appartement,nan,nan,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,21,49,0,20,0,nan,"My place is close to public transport, the city center, parks, and art and culture. You’ll love my place because of the location, the ambiance, the neighbourhood, and the outdoors space. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).

The apartment is very bright, with huge windows, and perfectly located. you are 5 min away from everything, just on foot.

Cet appartement est admirablement baigné par la lumière naturelle qui innonde ses grandes fenêtres. Il est aussi idéalement situé, en plein coeur de ce que Bordeaux à de plus convoiter à vous offrir. 

See you pretty soon/A très bientôt

All is yours.

I will be at your disposal a few miles away only.

La rue Sainte Catherine, la place de la Comédie, la rue Saint Rémi et la place de la Bourse are the most sought after places in Bordeaux.

Ils ne sont qu'à 5 minutes à pieds. Ce sont aussi les destinations les plus prisées de la ville.

The appartment is at the heart of the city you can catch many buses, trams and trains just right there.

Feel free to reach me for any help.

Fond of travels in remote and untamed areas of the world. Here are 5 Great things according to me:

- a spot: hot springs in Iceland, 

- a piano piece: knight moves by Chilly Gonzales, 

- a book: the glass bead by Hesse, 

- a museum: the Guggenheim in Bilbao, 

- a movie: Bridge of Spies by Spielberg

I like getting great guidance and insights from new people and try to share whatever you may find useful. Be welcome at my place and let me know what you need to know.

My motto: ""Vas vers toi et mets tes rêves en mouvement!"" (yes, from me,)","Pas de fête ni de soirée

Ne convient pas aux enfants (0-12 ans)

L'entrée dans les lieux se fait après 15:00

",2,54.58375964727384
14461729,https://www.airbnb.fr/rooms/14461729,Chez jc,44.850208616,-0.5718052501,"Que vous soyez à Bordeaux pour le travail ou pour les vacances, bienvenue chez moi ! Je vous accueille sans chichi dans mon appartement situé rue du couvent, vous pourrez profiter d'une grande chambre avec un lit double (160cm), vue sur l'église des chartrons et la Garonne à marée haute !

Mon appartement est situé en plein cœur du quartier des chartrons avec toutes les commodités accessibles à pied. Depuis votre chambre vous pourrez admirer l église St Louis des chartrons à gauche ainsi que la Garonne à droite à marée haute quand même ! Nous partagerons la cuisine, le salon, la salle de bain (avec baignoire) et les wc, 
La disposition des pièces de l appartement fait que vous pourrez être complètement indépendant si vous le souhaitez,
Mon activité me fait me lever très tôt le matin, je serai donc probablement déjà parti lorsque vous aurez besoin d'utiliser la salle de bain, si ce n est pas le cas vous aurez la priorité car je sens très bon dès le réveil !

Vous aurez vos propres clés donc vous serez indépendant mais si vous avez besoin de conseils ou l'envie de papoter je ne serai jamais très loin et joignable par téléphone dans le pire des cas,
Vous aurez bien entendu accès à la salle de bain avec baignoire, aux toilettes ainsi qu'au salon et sa cuisine ouverte si vous souhaitez me concocter de bons petits plats !
Ma chambre sera fermée afin d'isoler mes chats qui constituent ma plus grande richesse !

Je pourrai vous indiquer les meilleurs endroits de la ville ( selon moi !), je suis un piètre cuisinier mais si vous voulez me préparer de bons petits plats je serai ravi de manger avec vous !

Je suis le plus grand fan de mon quartier car il est à la fois calme (dans ma rue) et animé si l'on se rend sur la place du marché situé à une bonne minute et demi de marche de chez moi, c'est comme un petit village dans la ville !

Vous pourrez accéder à ma rue en voiture où l'on trouve des places de parking (payant la journée de 9h à 17h). Vous pourrez également venir très facilement par le tramway, la ligne B est au bout de la rue sur les quais, la ligne C est de l'autre côté de la rue, elle vous dépose place Paul Doumer en venant de la gare !

Les animaux de petite taille sont les bienvenus, je possède moi-même 2 chats qui seront enfermés dans ma propre chambre où ils aiment se retrancher quand le danger est trop important,
Un cendrier sera à la disposition des fumeurs sur le petit balcon de la chambre !",2,1,1,1,Chambre privée,Appartement,Vrai lit,nan,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,200,nan,"Le logement

Mon appartement est situé en plein cœur du quartier des chartrons avec toutes les commodités accessibles à pied. Depuis votre chambre vous pourrez admirer l église St Louis des chartrons à gauche ainsi que la Garonne à droite à marée haute quand même ! Nous partagerons la cuisine, le salon, la salle de bain (avec baignoire) et les wc, 

La disposition des pièces de l appartement fait que vous pourrez être complètement indépendant si vous le souhaitez,

Mon activité me fait me lever très tôt le matin, je serai donc probablement déjà parti lorsque vous aurez besoin d'utiliser la salle de bain, si ce n est pas le cas vous aurez la priorité car je sens très bon dès le réveil !

Accès des voyageurs

Vous aurez vos propres clés donc vous serez indépendant mais si vous avez besoin de conseils ou l'envie de papoter je ne serai jamais très loin et joignable par téléphone dans le pire des cas,

Vous aurez bien entendu accès à la salle de bain avec baignoire, aux toilettes ainsi qu'au salon et sa cuisine ouverte si vous souhaitez me concocter de bons petits plats !

Ma chambre sera fermée afin d'isoler mes chats qui constituent ma plus grande richesse !

Échanges avec les voyageurs

Je pourrai vous indiquer les meilleurs endroits de la ville ( selon moi !), je suis un piètre cuisinier mais si vous voulez me préparer de bons petits plats je serai ravi de manger avec vous !

Le quartier

Je suis le plus grand fan de mon quartier car il est à la fois calme (dans ma rue) et animé si l'on se rend sur la place du marché situé à une bonne minute et demi de marche de chez moi, c'est comme un petit village dans la ville !

Transports

Vous pourrez accéder à ma rue en voiture où l'on trouve des places de parking (payant la journée de 9h à 17h). Vous pourrez également venir très facilement par le tramway, la ligne B est au bout de la rue sur les quais, la ligne C est de l'autre côté de la rue, elle vous dépose place Paul Doumer en venant de la gare !

Autres remarques

Les animaux de petite taille sont les bienvenus, je possède moi-même 2 chats qui seront enfermés dans ma propre chambre où ils aiment se retrancher quand le danger est trop important,

Un cendrier sera à la disposition des fumeurs sur le petit balcon de la chambre !",L accès à mon appartement est exclusivement réservé aux personnes sympathiques !,1,55.844264531118824
14464145,https://www.airbnb.fr/rooms/14464145,Cozy apartment in Bordeaux near Meriadeck,44.8335269942,-0.5913503649,"My place is close to public transport (tram station: Gavinies), the city center, and parks. You’ll love my place because of the location, the ambiance, and the neighborhood. My place is good for couples, solo adventurers, business travelers, and families (with kids).",4,1,1,2,Logement entier,Appartement,nan,nan,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,600,nan,"My place is close to public transport (tram station: Gavinies), the city center, and parks. You’ll love my place because of the location, the ambiance, and the neighborhood. My place is good for couples, solo adventurers, business travelers, and families (with kids).

The genres of movies I like: comedies and thrillers.

The types of music I like: rock, dance, house and electronic.

I enjoy surfing and cycling long distances.","Ne convient pas aux animaux

Pas de fête ni de soirée

L'heure d'entrée dans les lieux est 12:00 - 23:00.

",3,83.35827934180816
14467387,https://www.airbnb.fr/rooms/14467387,Appartement cosy idéalement situé,44.8588229205,-0.5567076861,"Nous vous accueillons dans un appartement très convivial en centre de Bordeaux (proche centre ville, quai des Chartrons &amp, Cité du Vin) accessible en tram. 
Il comprend une grande pièce à vivre avec cuisine ouverte, 2 chambres fermées (1 pour vous), 1 salle de bain et une grande terrasse. Vous bénéficierez d'un accès wifi Fibre. Possibilité de stationner gratuitement à proximité. 
Enfin, vous pourrez appréciez un logement très propre pour vos week-ends à Bordeaux ou vos voyages d'affaires.

Tram B - Les Hangars",2,1,1,1,Chambre privée,Appartement,Canapé convertible,Chat(s),1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,10,0,8,5,0,nan,"Transports

Tram B - Les Hangars","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (0-12 ans)

- Possibilité de fumer sur la terrasse de 15 m2",1,51.36296821182077
14514073,https://www.airbnb.fr/rooms/14514073,Échoppe bordelaise rénovée avec jardin,44.8765766624,-0.5513199638,"Mon logement est proche du tramway, bus, Cité du vin, berges de la Garonne rive gauche et rive droite (idéales pour prendre un verre ou picniquer), quartier des Chartrons, centre commercial Auchan-Lac, plage du Lac, ponts d'Aquitaine et Chaban, rocade. Vous apprécierez mon logement pour le calme, nos voisins, les espaces extérieurs. Mon logement est parfait pour les couples et les familles avec enfants (lit enfant et lit parapluie en plus).

Échoppe rénovée sur 2 niveaux. RDC : grande salle de vie, terrasse et jardin. Étage : chambres, SDB, WC, bureau. 
Également quelques pieds de tomates et des framboises. 
Nos vélos (2 vélos homme, 1 vélo femme et 1 vélo à roulettes enfant) sont à votre disposition, ainsi qu'une trottinette.

Ligne de tram, de bus et rocade à toute proximité.",7,1,3,4,Logement entier,Maison,nan,nan,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,15,30,0,25,500,nan,"Le logement

Échoppe rénovée sur 2 niveaux. RDC : grande salle de vie, terrasse et jardin. Étage : chambres, SDB, WC, bureau. 

Également quelques pieds de tomates et des framboises. 

Nos vélos (2 vélos homme, 1 vélo femme et 1 vélo à roulettes enfant) sont à votre disposition, ainsi qu'une trottinette.

Transports

Ligne de tram, de bus et rocade à toute proximité.

Photographe professionnelle, sensible à nombre de questions écologiques, j'adhère assez bien à l'idée de partager sa maison en toute confiance et toute responsabilité.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

- 1 chambre avec lit (PHONE NUMBER HIDDEN) chambre avec 1 lit double + 1 matelas double

- 1 chambre enfant avec 1 lit 2-5ans + lit parapluie

- 1 divan-lit 1 place dans le salon",2,148.4147836741531
14539295,https://www.airbnb.fr/rooms/14539295,Duplex 90m2 sur les Quais de Bordeaux avec parking,44.857833418,-0.5594313698,"Sur les quais de Bordeaux, quartier Chartrons, mon appartement en duplex au dernier étage d'un bel immeuble en pierre est baigné de lumière et vous accueillera pour découvrir Bordeaux et ce quartier si dynamique et branché. A 2 pas du tram. Surface 90 m2. Mon logement est proche de Centre ville. Vous apprécierez mon logement pour le quartier, la luminosité et les lits confortables. Le logement est parfait pour les couples, les voyageurs d'affaires et les familles (avec enfants).

L'appartement en duplex dispose au 1er niveau d'un grand salon/séjour de 44m². Le salon dispose d'un espace TV et le WIFI est a disposition dans l'ensemble de l'appartement.
La cuisine entièrement équipée (lave vaisselle, four multifonctions, micro-ondes, plaque induction, bouilloire et grille pain). Vous disposerez de tout l'équipement en vaisselle et accessoires de cuisson vous permettant de profiter pleinement de toutes les spécialités bordelaises et du Sud Ouest.

En magnifique escalier en bois vous conduira aux 3 chambres situé aux dernier étage :
- 1 chambre avec literie 160,  placards équipés
- 1 chambre avec literie 140, commode
- 1 chambre avec literie 120, commode

Une salle de bain avec double vasque et une grande baignoire et un wc indépendant. A votre disposition tout le linge de toilette ainsi qu'un sèche cheveux.
C'est un appartement très lumineux et extrêmement calme du fait de ses 7 grandes fenêtres  donnant sur la cour intérieure et sur les toits de bordeaux.

Le duplex est situé au premier étage d'un immeuble en pierres sur la façade des quais. Il n'y a pas d'ascenseur. Il est entièrement à votre disposition ainsi qu'une places de parking situé à 100 mètres.

Cet appartement est mon lieu de résidence habituel, rénové récemment. Il est donc en parfait état. 

Si vous avez des demandes spécifiques (horaires Check-in/out par exemple), n'hésitez pas à me les communiquer. Je me ferai un plaisir de vous aider.

Lors des locations je vis à proximité, ce qui fait que je suis disponible pour rendre votre séjour des plus agréable.

QUAI DES MARQUES, LES CHARTRONS

C’est l’adresse idéale pour découvrir Bordeaux… prendre l’air et boire un verre face à la Garonne !

Ici, tout est ouvert le week-end même le dimanche profité du marché des Chartrons, du quais des marques: 33 boutiques, 13 restaurants, terrasses de café avec chaises longues, manège et glacier… Un lieu pour vivre son week-end agréablement et pleinement.

LE TRAM passe sur les quais juste devant l'appartement.
ARRÊTS DE TRAMWAY
Appartement accessible en tramway par la ligne B, stations  Les Hangars.

VÉLOS
  STATIONS VÉLOS EN LIBRE SERVICE
Et pour apprécier la balade, quoi de mieux qu’une petite sortie à vélo. Deux stations de vélos en libre services VCub sont à disposition au niveau des hangars 15 et 17 à proximité immédiate de appartement.

EN VOITURE
EN VENANT DU CENTRE VILLE DE BORDEAUX
• Prendre les quais direction bassin à flôts 
 
• En arrivant du Pont d’Aquitaine :
- Prendre la sortie 4 sur boulevard Aliénor d’Aquitaine sur 2.5 kms
- Prendre à gauche, rue Lucien Faure sur 1.4 kms
- Prendre à droite, quai de Bacalan",6,1,3,0,Logement entier,Appartement,nan,nan,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,20,40,0,50,600,nan,"Le logement

L'appartement en duplex dispose au 1er niveau d'un grand salon/séjour de 44m². Le salon dispose d'un espace TV et le WIFI est a disposition dans l'ensemble de l'appartement.

La cuisine entièrement équipée (lave vaisselle, four multifonctions, micro-ondes, plaque induction, bouilloire et grille pain). Vous disposerez de tout l'équipement en vaisselle et accessoires de cuisson vous permettant de profiter pleinement de toutes les spécialités bordelaises et du Sud Ouest.

En magnifique escalier en bois vous conduira aux 3 chambres situé aux dernier étage :

- 1 chambre avec literie 160,  placards équipés

- 1 chambre avec literie 140, commode

- 1 chambre avec literie 120, commode

Une salle de bain avec double vasque et une grande baignoire et un wc indépendant. A votre disposition tout le linge de toilette ainsi qu'un sèche cheveux.

C'est un appartement très lumineux et extrêmement calme du fait de ses 7 grandes fenêtres  donnant sur la cour intérieure et sur les toits de bordeaux.

Accès des voyageurs

Le duplex est situé au premier étage d'un immeuble en pierres sur la façade des quais. Il n'y a pas d'ascenseur. Il est entièrement à votre disposition ainsi qu'une places de parking situé à 100 mètres.

Échanges avec les voyageurs

Cet appartement est mon lieu de résidence habituel, rénové récemment. Il est donc en parfait état. 

Si vous avez des demandes spécifiques (horaires Check-in/out par exemple), n'hésitez pas à me les communiquer. Je me ferai un plaisir de vous aider.

Lors des locations je vis à proximité, ce qui fait que je suis disponible pour rendre votre séjour des plus agréable.

Le quartier

QUAI DES MARQUES, LES CHARTRONS

C’est l’adresse idéale pour découvrir Bordeaux… prendre l’air et boire un verre face à la Garonne !

Ici, tout est ouvert le week-end même le dimanche profité du marché des Chartrons, du quais des marques: 33 boutiques, 13 restaurants, terrasses de café avec chaises longues, manège et glacier… Un lieu pour vivre son week-end agréablement et pleinement.

Transports

LE TRAM passe sur les quais juste devant l'appartement.

ARRÊTS DE TRAMWAY

Appartement accessible en tramway par la ligne B, stations  Les Hangars.

VÉLOS

  STATIONS VÉLOS EN LIBRE SERVICE

Et pour apprécier la balade, quoi de mieux qu’une petite sortie à vélo. Deux stations de vélos en libre services VCub sont à disposition au niveau des hangars 15 et 17 à proximité immédiate de appartement.

EN VOITURE

EN VENANT DU CENTRE VILLE DE BORDEAUX

• Prendre les quais direction bassin à flôts 

 

• En arrivant du Pont d’Aquitaine :

- Prendre la sortie 4 sur boulevard Aliénor d’Aquitaine sur 2.5 kms

- Prendre à gauche, rue Lucien Faure sur 1.4 kms

- Prendre à droite, quai de Bacalan

Originaire de Bordeaux, je connais très bien les quartiers des Chartrons et Quais. Je vous accueillerai avec plaisir dans mon appartement pour vous permettre de découvrir et de profiter au maximum de Bordeaux.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'entrée dans les lieux se fait après 17:00  Lieu propice aux réunions familiale ou entre amis tous en respectent les lieux et son voisinage.Les fumeurs sont les bienvenus sur le palier d'entrée extérieur, mais interdit à l'intérieur de l'appartement. Un état des lieux d'entrée et de sortie seront réalisés.",2,147.59330736911215
14543715,https://www.airbnb.fr/rooms/14543715,T2 neuf tout équipé,44.8186984077,-0.5505119274,"T2 sécurisé au 3ème étage d'une Rce neuve, de standing.
Entièrement équipé pour que vous soyez comme chez vous. Mon logement est proche d'un arrêt de TRAM et de la gare SNCF. Accès voiture facile par rocade . Parfait pour les couples et les voyageurs d'affaires. Tarif dégressif selon durée  
WIFI, documentation touristique et bibliothèque à disposition.
Posez moi toutes vos questions, j'y répondrai avec plaisir.
arrivée vers 17h30 en semaine car je travaille, horaire souple en week end.

Appartement neuf de 50m2 avec tout le confort. Idéal pour long ou moyen séjour. Tarif dégressif.

Accès à un balcon de 6m2
Parking couvert et sécurisé.
Arrêt de tram C. Station Carle vernet.

Ce logement n est pas mon domicile car J habite à 5mn à pied.

Arrêt de tram à 200 mètres.  Ligne C.
Supérette super U, pharmacie,station essence à proximité. ..on peut même venir à pied depuis la gare saint Jean.

Accès direct depuis la rocade en suivant la direction gare saint Jean.
Depuis l aéroport ligne directe de bus jusqu'à la gare sncf.
Depuis la gare sncf,c est à  deux stations de tram.
A 15mn en tram du centre historique.",2,1,1,1,Logement entier,Appartement,Vrai lit,nan,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,15,40,0,30,350,nan,"Le logement

Appartement neuf de 50m2 avec tout le confort. Idéal pour long ou moyen séjour. Tarif dégressif.

Accès des voyageurs

Accès à un balcon de 6m2

Parking couvert et sécurisé.

Arrêt de tram C. Station Carle vernet.

Échanges avec les voyageurs

Ce logement n est pas mon domicile car J habite à 5mn à pied.

Le quartier

Arrêt de tram à 200 mètres.  Ligne C.

Supérette super U, pharmacie,station essence à proximité. ..on peut même venir à pied depuis la gare saint Jean.

Transports

Accès direct depuis la rocade en suivant la direction gare saint Jean.

Depuis l aéroport ligne directe de bus jusqu'à la gare sncf.

Depuis la gare sncf,c est à  deux stations de tram.

A 15mn en tram du centre historique.

Philippe a des origines Bretonnes et moi Corse. Nous aimons voyager hors des circuits classiques. Aller à la rencontre des gens et échanger quelques mots avec eux. Je ne recherche pas le ""luxe"" mais au moins la propreté et la bonne humeur.

","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (0-12 ans)

L'heure d'entrée dans les lieux est 17:00 - 22:00.

",4,60.271801937906275
14553873,https://www.airbnb.fr/rooms/14553873,Appartement 2 chambres à   Bordeaux,44.8314240141,-0.5783597147,"Plein centre de Bordeaux, au dessus d'un Spa dont vous pouvez bénéficier des services à tarif avantageux. Cf : (Spa Eleven Women &amp, Gentlemen Bordeaux) Terrasse à l'arrière de l'appartement avec vue sur Spa et jardin Pas de vis à vis. Tout le nécessaire pour ce sentir chez soi.
2 chambres

Très bien situé cependant avec les avantages et sans les inconvénients d'un centre ville notamment agitations en tout genre c'est plutôt calme. Juste en dessous un spa ... Un espace Zen

Cuisine, réfrigérateur, salle de bain, fer à repasser...Pour le reste à négocier sur place...

Oui bien-sûr bel échange avec les voyageurs cependant, respect de la vie privée de chacun

Prêt de toutes les grandes places de la ville

Tram, bus, tout à proximité",2,1,1,3,Chambre privée,Appartement,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,"Le logement

Très bien situé cependant avec les avantages et sans les inconvénients d'un centre ville notamment agitations en tout genre c'est plutôt calme. Juste en dessous un spa ... Un espace Zen

Accès des voyageurs

Cuisine, réfrigérateur, salle de bain, fer à repasser...Pour le reste à négocier sur place...

Échanges avec les voyageurs

Oui bien-sûr bel échange avec les voyageurs cependant, respect de la vie privée de chacun

Le quartier

Prêt de toutes les grandes places de la ville

Transports

Tram, bus, tout à proximité","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Garder les lieux propres à tout moment ne pas accueillir des visiteurs. Ne pas toucher aux objets privés, trouver sur place sans en demander.

Ne pas faire trop de bruit, laver verres et assiettes après usage.",1,48.55647068673352
14566518,https://www.airbnb.fr/rooms/14566518,Appartement rénové dans immeuble pierre,44.8475783333,-0.5835252765,"Dans un immeuble du XVIIIième siècle, patrimoine mondial de l'humanité,  ce logement tout juste rénové est à 5 min du Jardin Public, à 10 min à pieds du centre ville et de tous ses monuments: allées Tourny, Opéra, place Gambetta, rue Sainte Catherine, place de la bourse. Une borne vélos en libre service est disponible à 50m du logement. Le quartier possède une rue marchande à côté du logement et de nombreux restaurants. Le logement est traversant et donne sur une petite cour intérieure.

Immeuble de pierre, patrimoine mondial de l'humanité depuis 2007.
Appartement Rez de chaussé traversant entièrement rénové.
WC et Salle de bains séparés.
Accès à une petite court pour les fumeurs.
Le logement est muni d'une Apple TV pour pouvoir connecter son I-phone, I-pad, I-mac à la Télévision et accéder à ses apps type Netflix.
connexion HDMI sur la télévision pour connecter appareil externe.
Lit en 160 + Canapés lit dans le salon.

Accès à l'ensemble de l'appartement + petite court intérieure.

Natif de Bordeaux, j'ai vu la ville se transformer au fil des années. N'hésitez pas à me demander des conseils pour les visites ou les sorties.

Quartier tranquille à 2 pas du centre ville (10min à pieds). 
Le quartier possède une rue commerçante (rue Fondaudège) avec des magasins de première qualité: poissonnerie, boucherie/traiteur, Boulangerie/ pâtisserie qui débouche sur les allées Tourny avec leurs négociants en vin et l'Opéra de Bordeaux.
De nombreux restaurants en se dirigeant vers le centre ville ou les Chartons.
Le jardin Public pour se détendre sur les pelouses, prendre un café ou donné à manger aux canards avec toute la famille.
Emplacement idéal pour être proche de toute l'activité touristique bordelaise (histoire, architecture, œnologie) tout en restant dans un quartier calme.

Tous les plus beaux monuments et quartiers de bordeaux dans un périmètre de 20 mins à pieds.
Borne vélos libre service à 50m du logement.
Ligne D du tramway opérationnelle à partir de 2018",4,1,1,2,Logement entier,Appartement,nan,nan,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,20,35,0,0,0,nan,"Le logement

Immeuble de pierre, patrimoine mondial de l'humanité depuis 2007.

Appartement Rez de chaussé traversant entièrement rénové.

WC et Salle de bains séparés.

Accès à une petite court pour les fumeurs.

Le logement est muni d'une Apple TV pour pouvoir connecter son I-phone, I-pad, I-mac à la Télévision et accéder à ses apps type Netflix.

connexion HDMI sur la télévision pour connecter appareil externe.

Lit en 160 + Canapés lit dans le salon.

Accès des voyageurs

Accès à l'ensemble de l'appartement + petite court intérieure.

Échanges avec les voyageurs

Natif de Bordeaux, j'ai vu la ville se transformer au fil des années. N'hésitez pas à me demander des conseils pour les visites ou les sorties.

Le quartier

Quartier tranquille à 2 pas du centre ville (10min à pieds). 

Le quartier possède une rue commerçante (rue Fondaudège) avec des magasins de première qualité: poissonnerie, boucherie/traiteur, Boulangerie/ pâtisserie qui débouche sur les allées Tourny avec leurs négociants en vin et l'Opéra de Bordeaux.

De nombreux restaurants en se dirigeant vers le centre ville ou les Chartons.

Le jardin Public pour se détendre sur les pelouses, prendre un café ou donné à manger aux canards avec toute la famille.

Emplacement idéal pour être proche de toute l'activité touristique bordelaise (histoire, architecture, œnologie) tout en restant dans un quartier calme.

Transports

Tous les plus beaux monuments et quartiers de bordeaux dans un périmètre de 20 mins à pieds.

Borne vélos libre service à 50m du logement.

Ligne D du tramway opérationnelle à partir de 2018","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'entrée dans les lieux se fait après 15:00

",2,68.92139194667106
14603467,https://www.airbnb.fr/rooms/14603467,Grande Maison - 9 personnes hypercentre,44.8396326414,-0.5867653055,"La maison est située en plein centre de Bordeaux, entièrement rénovée et spacieuse. 
Il y a trois chambre très confortable (lits double), deux salles de bain avec une baignoire et une douche à l'italienne, deux salons avec un canapé lit (2 places) et un canapé avec matelas pour une personne, deux cuisines entièrement équipées et neuves. 

Vous trouverez aux alentours restaurants, cinémas, shoppings et le centre de Bordeaux à 5 minutes à pied.

Vous aurez accès au logement entier lors de votre séjour

Nous serons joignable directement par téléphone pendant toute la durée de votre séjour.

Notre logement se situe à 5 minutes à pied du centre ville de Bordeaux.

De nombreux transports en commun se trouvent à proximité de notre logement (plusieurs lignes de Bus et le tramway A et B).",9,2,3,4,Logement entier,Maison,nan,nan,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,15,7,70,800,nan,"Accès des voyageurs

Vous aurez accès au logement entier lors de votre séjour

Échanges avec les voyageurs

Nous serons joignable directement par téléphone pendant toute la durée de votre séjour.

Le quartier

Notre logement se situe à 5 minutes à pied du centre ville de Bordeaux.

Transports

De nombreux transports en commun se trouvent à proximité de notre logement (plusieurs lignes de Bus et le tramway A et B).","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'heure d'entrée dans les lieux est 16:00 - 19:00.

Merci de traiter ce lieu avec respect afin que les locataires suivants puissent bénéficier des mêmes prestations que vous avez pu avoir.

Nous vous accueillons dans l'appartement de 16h à 19h.

Après 19h, un supplément vous sera demandé en fonction de votre heure d'arrivée :

de 19h à 21h : 20€

de 21h à 23h : 30€

au-delà de 23h : 40€",1,184.87543668060334
